위도	경도	도시크기	도시점수	이름	국가	권역	대유행	리셋시간	기후	여관	암시장	교역품	조선소	도구점	운하
567.204854	1419.428475	town1	7	퐁디셰리	자유항	인도	중동/인도		건기/우기	아폰수 드알부케르크,프란시스쿠 드알메이다,로푸 드알베르가리아,두아르트 드메네즈스,비라 알라케스바라,운니야르카,주앙 드카스트루,프란시스코 하비에르,미르자 아지즈 코카,하바 카툰, 정화, 홍보, 기린아, 호수인, 타라바이	-	-	-	-	X
591.5124887	1515.153055	town1	7	페구	자유항	인도	중동/인도	3:15	열대	마르틴 발보아,프란시스코 알보,베니토 고메스,에드먼드 하비,귀도 벤조,프란시스코 하비에르,조르즈 알바르스, 왕경홍	-	-	-	-	X
674.8621336	1704.127343	town2	6	나가사키	영지	일본	극동아시아	4:30	북반구	도쿠가와 이에야스,타치바나 긴치요,구키 요시타카,헨드릭 하멜,가토 기요마사,담윤현,레베카 롤프,정지룡,와키자카 야스하루,도도 다카토라,니콜라스 쿠크베커,야스케,장안순,세티안 비스카이노,얀 요스턴 판로덴스테인,스미노쿠라 료이,구루시마 미치후사,히사카지마 야스케, 다테 마사무네, 이마이 사키, 모치즈키 치요매, 미야모토 무사시, 정성공, 척계광, 가스팔 피렐리, 시오미 후우키치, 주화영, 가타쿠라 가게쓰나, 다가와 시치자에몬, 와씨, 다나카 소스케, 문순득, 이마이 소큐, 하세쿠라 쓰네나가, 유괴성, 유대유, 이초, 호수인, 세바스티안 비스카이노	-	-	-	-	X
682.8150438	1736.91942	town1	4	사카이	영지	일본	극동아시아	4:45	북반구	오다 노부나가,도쿠가와 이에야스,타치바나 긴치요,구키 요시타카,가토 기요마사,이즈모 오쿠니,담윤현,레베카 롤프,와키자카 야스하루,도도 다카토라,니콜라스 쿠크베커,야스케,이마이 소쿤,세티안 비스카이노,얀 요스턴 판로덴스테인,구루시마 미치후사,그레고리오 세스페데스,히사카지마 야스케,마쓰라 다카노부, 다테 마사무네, 이마이 사키, 누이 호쿠, 정화, 모치즈키 치요매, 미야모토 무사시, 가스팔 피렐리, 시오미 후우키치, 가타쿠라 가게쓰나, 다나카 소스케, 라 이카이카, 이마이 소큐, 주만, 하세쿠라 쓰네나가, 나니 마히나, 마환, 홍보, 유괴성, 세바스티안 비스카이노	-	-	-	-	X
638.1100431	1688.777226	town1	7	나하	자유항	일본	극동아시아		북반구	구키 요시타카,와키자카 야스하루,도도 다카토라,니콜라스 쿠크베커,혜희,세티안 비스카이노,얀 요스턴 판로덴스테인,구루시마 미치후사,그레고리오 세스페데스,히사카지마 야스케,마쓰라 다카노부, 미야모토 무사시, 안사제, 가타쿠라 가게쓰나, 세바스티안 비스카이노	-	-	-	-	X
688.2937153	1759.812002	town3	6	에도	본거지	일본	극동아시아	4:45	북반구	도쿠가와 이에야스,타치바나 긴치요,구키 요시타카,가토 기요마사,아벌 얀손 타스만,와키자카 야스하루,도도 다카토라,시마즈 요시히로,프란시스코 알보,니콜라스 쿠크베커,두순영,알탄 칸,프란시스코 데보바디야,심청,성춘향,장안순,얀 요스턴 판로덴스테인,기도 데라베사리스,헨리 미들턴,구루시마 미치후사,히사카지마 야스케, 김만덕, 다테 마사무네, 백여우, 홍길동, 모치즈키 치요매, 미야모토 무사시, 가스팔 피렐리, 김흥도, 가타쿠라 가게쓰나, 다가와 시치자에몬, 백동수, 임꺽정, 하세쿠라 쓰네나가, 허초희, 이몽룡, 유괴성	-	-	-	-	X
740.3705535	1771.773895	town1	4	에조	영지	일본	극동아시아	4:45	북반구	 , 김만덕, 다테 마사무네, 백여우, 홍길동, 모치즈키 치요매, 미야모토 무사시, 가스팔 피렐리, 김흥도, 가타쿠라 가게쓰나, 다가와 시치자에몬, 백동수, 임꺽정, 하세쿠라 쓰네나가, 허초희, 이몽룡, 유괴성	-	-	-	-	X
716.5493442	1689.543265	town1	4	덕원	영지	조선	극동아시아	4:30	북반구	장금,최무선,시마즈 요시히로,얀 얀스 벨테브레이,권근,정운,이억기,혜희,박타내,헨리 미들턴, 임상옥	-	-	-	-	X
690.4225875	1698.3821	town2	6	동래	영지	조선	극동아시아	4:30	북반구	장금,최무선,입부,헨드릭 하멜,가토 기요마사,권준,아벌 얀손 타스만,문익점,권근,정운,나대용,이운룡,이억기,두순영,진조의,혜희,심청,진린,성춘향,이종무,장안순,그레고리오 세스페데스, 백여우, 홍길동, 이순신, 척계광, 임상옥, 주화영, 임꺽정, 허초희, 이몽룡	-	-	-	-	X
698.9940574	1699.796314	town1	4	영일	영지	조선	극동아시아	4:30	북반구	장금,최무선,김조이,얀 얀스 벨테브레이,문익점,정운,이운룡,이억기,니콜라스 쿠크베커,혜희,진린,이종무,후안 세티안 엘카노, 임상옥, 후안 세바스티안 엘카노	-	-	-	-	X
680.8790725	1686.538061	town1	4	제주	영지	조선	극동아시아	4:15	북반구	구키 요시타카,헨드릭 하멜,아벌 얀손 타스만,토메 피르스,얀 얀스 벨테브레이,권근,장 프랑수아 드갈로,정운,두순영,혜희,심청,성춘향,히사카지마 야스케, 김만덕, 찬드 비비, 홍길동, 임상옥, 김흥도, 백동수, 임꺽정, 문순득, 아이 마타, 허초희, 이몽룡	-	-	-	-	X
705.1693131	1682.354354	town3	6	한양	본거지	조선	극동아시아	4:15	북반구	황진,장금,최무선,입부,헨드릭 하멜,가토 기요마사,권준,노국공주,김조이,시마즈 요시히로,얀 얀스 벨테브레이,문익점,권근,정운,나대용,이운룡,이억기,니콜라스 쿠크베커,진조의,혜희,이종무,박타내,후안 세티안 엘카노,헨리 미들턴,히사카지마 야스케, 김만덕, 백여우, 정화, 이순신, 척계광, 임상옥, 김흥도, 왕경홍, 주화영, 백동수, 주만, 마환, 홍보, 호수인, 후안 세바스티안 엘카노	-	-	-	-	X
593.097628	1269.698614	town1	7	도파르	자유항	중동	중동/인도		북반구	미령,타즐루 하눔,조르즈 드메네즈스,하산 파샤,살리흐 레이스,자가노스 베이,루도비코 데바르테마 , 조르즈 드메네제스, 주만, 마환	-	-	-	-	X
586.8236655	1188.175091	town1	7	마사와	자유항	중동	중동/인도		북반구	다라 쉰,타즐루 하눔,디오구 드세케이라,하산 파샤,살리흐 레이스,자가노스 베이,판필로 데나르바에스 , 조안 페레로, 피에트로 콘티, 로코 알렘켈, 카탈리나 에란초, 엔리코 마리오네, 카미로 스테파노, 안드레아 기지, 프랑코 사누드	-	-	-	-	X
627.9219366	1295.449084	town2	9	무스카트	자유항	중동	중동/인도		북반구	타즐루 하눔,니콜로 스테파노,마르틴 발보아,프란시스코 알보,하산 파샤,트리폰 코로베이니코프 	-	-	-	-	X
677.5100421	1213.041683	town2	9	바그다드	자유항	중동	중동/인도	1:30	북반구	카라 룸루,장 플뢰리,이븐 바투타,타즐루 하눔,세페르 레이스,앤서니 셜리,피터르 벤후크,자가노스 베이,미르자 아지즈 코카,토다르 말 , 에르네스트 로페스, 피에트로 콘티, 루이 코스타, 엘리자베스 비제 르 브룅, 카미로 스테파노, 파우라, 로이드 스탓텐	-	-	-	-	X
653.9111017	1251.755779	town1	7	시라즈	자유항	중동	중동/인도	1:45	북반구	카라 룸루,타즐루 하눔,앤서니 셜리,피터르 벤후크,자가노스 베이,토다르 말 	-	-	-	-	X
572.1549643	1218.610149	town2	9	아덴	자유항	중동	중동/인도	1:30	북반구	토마스 튜,다라 쉰,이븐 바투타,베르날 로욜라,타즐루 하눔,니콜로 스테파노,하파엘 세하누,하산 파샤,살리흐 레이스,니콜라스 쿠크베커,피터르 벤후크,미르자 아지즈 코카 , 피에트로 콘티, 카미로 스테파노	-	-	-	-	X
659.5370511	1237.643105	town2	9	바스라	자유항	중동	중동/인도	1:45	북반구	카라 룸루,타즐루 하눔,세페르 레이스,앤서니 셜리,피터르 벤후크,귀친 케말,자가노스 베이,토다르 말, 알 베자스, 누이 호쿠, 조안 페레로, 로코 알렘켈, 라 이카이카, 엔리코 마리오네, 나니 마히나, 사파, 자한 사림	-	-	-	-	X
637.0332815	1256.52875	town1	7	도하	자유항	중동	중동/인도	1:45	북반구	니콜로 스테파노,마르틴 발보아,하산 파샤,살리흐 레이스,앤서니 셜리,자가노스 베이,하바 카툰 , 타라바이	-	-	-	-	X
660.175358	1148.253024	town2	9	수에즈	자유항	중동	중동/인도	1:15	북반구	다라 쉰,타즐루 하눔,니콜로 스테파노,살리흐 레이스,카시드,세페르 레이스,자가노스 베이,페르낭 고메스 다미나,루도비코 데바르테마 , 알 베자스, 엘리자베스 비제 르 브룅, 자한 사림	-	-	-	-	O
616.6110829	1183.78514	town2	9	제다	자유항	중동	중동/인도	1:15	북반구	다라 쉰,베르날 로욜라,타즐루 하눔,하산 파샤,니콜라스 쿠크베커,알비세 카다모스토,피터르 제라뒤스,두아르트 페레이라,트리폰 코로베이니코프,하바 카툰 	-	-	-	-	X
574.5023527	1277.064313	town1	7	소코트라	자유항	중동	중동/인도	2:00	북반구	주앙 다노바,로버트 로우,하산 파샤,두아르트 드메네즈스,귀친 케말,자가노스 베이,아불 파즐,트리폰 코로베이니코프 , 루이 코스타	-	-	-	-	X
645.8698484	1283.84075	town2	9	호르무즈	자유항	중동	중동/인도	2:00	북반구	카라 룸루,주앙 다노바,이븐 바투타,타즐루 하눔,세페르 레이스,앤서니 셜리,피터르 벤후크,자가노스 베이,토다르 말,하바 카툰 , 타라바이	-	-	-	-	X
727.6294013	1044.308327	town3	10	나폴리	자유항	지중해1	서지중해	0:15	북반구	레오나르도 다빈치,체사레 보르자,루크레치아 보르자,이사벨라 데스테,디안 드푸아티에,안토니오 칸,이자벨 드로렌,아나 데멘도사,하프메트 그라니에,다니엘 미르자,울루치 알리,미켈란젤로 부오나로티,조르조 바사리,야콥 푸거,조반니 안드레아 도리아,쿠르톨루 무슬리딘,미겔 데세르반테스,하산 아그하,툴리아 다라고나,소포니스바 앙귀솔라,페드로 나바로,미켈레토 코렐라,루도비코 데바르테마,알베로 스킬라치,프란체스카 카치니, 밀란다 베르테, 에르네스트 로페스, 피리 레이스, 살바도르 레이스, 아흐메트 무히딘, 호레스 디스탈디, 파우라, 로이드 스탓텐, 카츄아파, 토니오 롯시, 페르낭 둘무, 리오노 아반츄라	-	-	-	-	X
743.7084469	991.5404839	town3	10	마르세유	자유항	지중해1	서지중해	0:15	북반구	잔 다르크,줄리 도비니,레오나르도 다빈치,카테리나 데메디치,아르망 장 뒤플레시,필리푸스 파라켈수스,샤를 달타냥,디안 드푸아티에,레베카 카틀란드,루이스 부르주아,안 도트리슈,에드먼드 길버트,빌럼 얀손,프랑수아 르클레르,자크 카르티에,조반니 안드레아 도리아,아나 루머르스 피스허르,잔 아셰트,카리나 물티알라,시도니아 폰보르크,비올란테 도리아,카타리나 헤노트,발보아 오리드,율리안 페르메이르,로런스 에드워드,월터 로런스,페드로 나바로,미켈레토 코렐라,니콜라스 플라멜, 김만덕, 김흥도, 백동수, 엘리자베스 비제 르 브룅, 잔 아세트	-	-	-	-	X
743.7669056	983.9390914	town1	7	몽펠리에	자유항	지중해1	서지중해	0:15	북반구	잔 다르크,줄리 도비니,안드레아 도리아,샤를 달타냥,루이스 부르주아,이자벨 드로렌,안 도트리슈,윌리엄 윈터,프랑수아 르클레르,필리베르 코메르송,자크 카르티에,조반니 안드레아 도리아,아나 루머르스 피스허르,잔 아셰트,시도니아 폰보르크,비올란테 도리아,카타리나 헤노트,율리안 페르메이르,로런스 에드워드,페드로 나바로,니콜라스 플라멜,아녜스 소렐 , 잔 아세트	-	-	-	-	X
726.5699066	1010.190425	town1	7	사사리	자유항	지중해1	서지중해	0:15	북반구	야코프 발바커,안드레아 도리아,아흐메트 케말레딘,안 도트리슈,프랑수아 르클레르,자크 카르티에,로런스 에드워드,월터 로런스,윌리엄 클라이브,페드로 나바로,아녜스 소렐,루크레치아 토르나부오니 	-	-	-	-	X
750.276988	1014.521454	town3	10	제노바	자유항	지중해1	서지중해	0:15	북반구	크리스토발 콜론,레오나르도 다빈치,체사레 보르자,갈릴레오 갈릴레이,호레이쇼 넬슨,루크레치아 보르자,카테리나 스포르차,이사벨라 데스테,카테리나 데메디치,안드레아 도리아,시모네타 베스푸치,아르망 장 뒤플레시,필리푸스 파라켈수스,안토니오 칸,아나 데멘도사,울루치 알리,미켈란젤로 부오나로티,야콥 푸거,조반니 안드레아 도리아,쿠르톨루 무슬리딘,미겔 데세르반테스,툴리아 다라고나,소포니스바 앙귀솔라,잔 드샹탈,비올란테 도리아,페드로 나바로,미켈레토 코렐라,루도비코 데바르테마,알베로 스킬라치, 다테 마사무네, 안젤리카, 밀란다 베르테, 피에트로 콘티, 카미로 스테파노, 하세쿠라 쓰네나가, 카츄아파, 토니오 롯시	-	-	-	-	X
715.1501208	1013.441938	town1	7	칼리아리	자유항	지중해1	서지중해	0:15	북반구	루크레치아 보르자,아흐메트 케말레딘,이자벨 드로렌,안 도트리슈,알로이지 조반니,비센테 야녜스 핀손,후안 디아스 데솔리스,프랑수아 르클레르,알리 알 만드리,자크 카르티에,잔 드샹탈,로런스 에드워드,페드로 나바로,루도비코 데바르테마,아녜스 소렐,루크레치아 토르나부오니 , 사이이다 알 후라, 아흐메드 알 와타시, 안토니오 피가페타, 셰르 샤, 크리스티나 닐스도테르	-	-	-	-	X
737.7040036	1011.339474	town1	7	칼비	자유항	지중해1	서지중해	0:15	북반구	호레이쇼 넬슨,루크레치아 보르자,시모네타 베스푸치,아흐메트 케말레딘,이자벨 드로렌,안 도트리슈,프랑수아 르클레르,자크 카르티에,잔 드샹탈,비올란테 도리아,로런스 에드워드,페드로 나바로,미켈레토 코렐라,루도비코 데바르테마,프란체스카 카치니,아녜스 소렐,마리아 피타,루크레치아 토르나부오니 	-	-	-	-	X
705.3326644	1022.918347	town2	9	튀니스	자유항	지중해1	서지중해	0:15	북반구	오루츠 레이스,호레이쇼 넬슨,아흐메트 케말레딘,타즐루 하눔,울루치 알리,후안 디아스 데솔리스,페루 다코빌량,쿠르톨루 무슬리딘,카시드,시난 레이스,자크 브룸,트리폰 코로베이니코프 , 살바도르 레이스, 호레스 디스탈디, 리오노 아반츄라	-	-	-	-	X
746.8940332	1019.913144	town2	9	피사	자유항	지중해1	서지중해	0:15	북반구	레오나르도 다빈치,체사레 보르자,갈릴레오 갈릴레이,카테리나 스포르차,이사벨라 데스테,카테리나 데메디치,시모네타 베스푸치,아흐메트 케말레딘,디안 드푸아티에,안토니오 칸,이사벨라 코르테세,아나 데멘도사,미켈란젤로 부오나로티,곤살로 피사로,조르조 바사리,야콥 푸거,마테오 리치,아메리고 베스푸치,조반니 안드레아 도리아,미겔 데세르반테스,툴리아 다라고나,소포니스바 앙귀솔라,비올란테 도리아,루도비코 데바르테마,알베로 스킬라치,콘라드,프란체스카 카치니,루크레치아 토르나부오니	-	-	-	-	X
741.8543489	1057.213026	town2	9	라구사	자유항	지중해2	서지중해		북반구	사피예 술탄,마히데브란,안토니오 칸,이사벨라 코르테세,노라 에켈멘디트,아나 데멘도사,시몬 세게이라,조르조 바사리,파올로 토스카넬리,야콥 푸거,쿠르톨루 무슬리딘,미겔 데세르반테스,툴리아 다라고나,소포니스바 앙귀솔라,조반니 라무시오,미켈레토 코렐라,루도비코 데바르테마,알베로 스킬라치,콘라드 	-	-	-	-	X
757.6718408	1031.84557	town3	10	베네치아	자유항	지중해2	서지중해		북반구	갈릴레오 갈릴레이,카테리나 스포르차,이사벨라 데스테,카테리나 데메디치,필리푸스 파라켈수스,알브레히트 발렌슈타인,이븐 바투타,안토니오 칸,아나 데멘도사,시난 파샤,울루치 알리,야콥 푸거,조반니 안드레아 도리아,미겔 데세르반테스,툴리아 다라고나,소포니스바 앙귀솔라,조반니 라무시오,페드로 나바로,미켈레토 코렐라,루도비코 데바르테마,카타리나 코르네르,알베로 스킬라치,안나 오커히엘름,카산드라 페델레, 알 베자스, 엘리자베스 비제 르 브룅, 자한 사림	-	-	-	-	X
675.8359778	1076.039744	town1	4	벵가지	자유항	지중해2	동지중해	0:45	북반구	울루치 알리,프란시스코 데오레야나,하산 파샤,살리흐 레이스,카시드,시난 레이스,알베로 스킬라치,카산드라 페델레 , 사이이다 알 후라, 아흐메드 알 와타시, 안토니오 피가페타, 셰르 샤, 크리스티나 닐스도테르	-	-	-	-	X
704.702178	1050.907998	town2	9	시라쿠사	자유항	지중해2	서지중해		북반구	체사레 보르자,루크레치아 보르자,필럼 헤인,안드레아 도리아,돈 후안 데아우스트리아,이사벨라 코르테세,아나 데멘도사,야콥 푸거,조반니 안드레아 도리아,쿠르톨루 무슬리딘,미겔 데세르반테스,소포니스바 앙귀솔라,미켈레토 코렐라,루도비코 데바르테마,알베로 스킬라치,콘라드 	-	-	-	-	X
746.4494002	1038.739862	town1	7	안코나	자유항	지중해2	서지중해		북반구	체사레 보르자,갈릴레오 갈릴레이,카테리나 스포르차,이사벨라 데스테,카테리나 데메디치,안드레아 도리아,이자벨 드로렌,아나 데멘도사,울루치 알리,미켈란젤로 부오나로티,조르조 바사리,카베사 데바카,야콥 푸거,조반니 안드레아 도리아,미겔 데세르반테스,툴리아 다라고나,소포니스바 앙귀솔라,조반니 라무시오,루도비코 데바르테마 	-	-	-	-	X
748.1283218	1047.40192	town1	7	자다르	자유항	지중해2	서지중해		북반구	루크레치아 보르자,안드레아 도리아,이사벨라 코르테세,이자벨 드로렌,아나 데멘도사,조르조 바사리,미겔 데세르반테스,툴리아 다라고나,소포니스바 앙귀솔라,조반니 라무시오,미켈레토 코렐라,루도비코 데바르테마,알베로 스킬라치 	-	-	-	-	X
679.4814917	1035.616803	town1	7	트리폴리	자유항	지중해2	서지중해		북반구	오루츠 레이스,아흐메트 케말레딘,하산 파샤,두아르트 드메네즈스,시난 레이스,카타리나 헤노트,트리폰 코로베이니코프 	-	-	-	-	X
759.4499834	1039.093415	town1	7	트리에스테	자유항	지중해2	서지중해		북반구	카테리나 스포르차,안드레아 도리아,안토니오 칸,이사벨라 코르테세,아나 데멘도사,알로이지 조반니,파올로 토스카넬리,조반니 안드레아 도리아,미겔 데세르반테스,조반니 라무시오,미켈레토 코렐라,루도비코 데바르테마,알베로 스킬라치,콘라드, 	-	-	-	-	X
564.5512759	557.4653086	town1	7	마라카이보	자유항	카리브	카리브/북아		건기/우기	알론소 데카르데나스,루이스 스콧,후안 디아스 데솔리스,알론소 데오헤다,우즈 로저스,니콜라우스 페데르만,알론소 알바레스 데피네다,조너선 바넷, 	-	-	-	-	X
567.8208057	567.5415802	town1	7	빌렘스타트	자유항	카리브	카리브/북아		건기/우기	존 호킨스,루이스 스콧,알론소 데오헤다,찰스 베인,니콜라우스 페데르만,아사르파이,암브로지우스 에힝어,디에고 데니쿠에사,에르난도 데소토,디에고 카바예로,아나 마리아 데소토, , 김만덕, 김흥도, 백동수	-	-	-	-	X
605.7388626	498.2451157	town1	7	사우스사이드	자유항	카리브	카리브/북아		건기2/우기2	에드워드 로우,리차드 월리,크리스토발 콜론,코 누녜스 데발보아,알론소 데카르데나스,마리 앤,페론소 아기레,안토니오 데베리오,우즈 로저스,리처드 헉슬리,알론소 알바레스 데피네다,조너선 바넷, 바스코 누녜스 데발보아	-	-	-	-	X
600.4369224	564.3595997	town2	9	산토도밍고	자유항	카리브	카리브/북아		열대	스티드 보닛,에르난 베리오,하코보 포르툰데,코 누녜스 데발보아,디에고 데아라나,알론소 데카르데나스,에스테반 오르테가,알론소 데오헤다,페르난데스 데엔시소,우즈 로저스,니콜라우스 페데르만,페드로 데멘도사,카베사 데바카,트실라카트신,루이스 데토레스,아사르파이,마리아 바르톨라,리처드 헉슬리,알론소 알바레스 데피네다,조너선 바넷, 밀란다 베르테, 피에트로 콘티, 바스코 누녜스 데발보아, 카미로 스테파노, 카츄아파, 토니오 롯시	-	-	-	-	X
608.566564	528.0319889	town1	7	산티아고	자유항	카리브	카리브/북아		건기/우기	리차드 월리,존 호킨스,아르드비,코 누녜스 데발보아,존 바이런,디에고 데아라나,루이스 스콧,알론소 데오헤다,찰스 베인,곤살로 피사로,카베사 데바카,루이스 데토레스,디에고 알바레스 창카,아사르파이,암브로지우스 에힝어,리처드 헉슬리,디에고 데니쿠에사,에르난도 데소토,디에고 카바예로,아나 마리아 데소토, 바스코 누녜스 데발보아	-	-	-	-	X
602.0477786	583.9228802	town1	7	산후안	자유항	카리브	카리브/북아		건기/우기	스티드 보닛,마르거리트 드발루아,코 누녜스 데발보아,윌리엄 키드,알론소 데카르데나스,로레다나 마르첼로,마리 앤,하프메트 그라니에,다니엘 미르자,찰스 베인,아벌 얀손 타스만,우즈 로저스,프란시스코 데오레야나,두순영,도리테 니버스,루이스 데토레스,디에고 알바레스 창카,심청,하산 아그하,성춘향,리처드 헉슬리,알론소 알바레스 데피네다,조너선 바넷, 피리 레이스, 홍길동, 그레이스 오말리, 바스코 누녜스 데발보아, 아흐메트 무히딘, 임꺽정, 허초희, 이몽룡, 페르낭 둘무, 도날 나피오파	-	-	-	-	X
625.0025785	492.4998731	town1	7	하바나	자유항	카리브	카리브/북아		건기2/우기2	리차드 월리,후안 폰세 데레온,코 누녜스 데발보아,알론소 데카르데나스,마리 앤,우즈 로저스,카베사 데바카,마리아 바르톨라,리처드 헉슬리,디에고 데니쿠에사,알론소 알바레스 데피네다,조너선 바넷, 다테 마사무네, 바스코 누녜스 데발보아, 하세쿠라 쓰네나가	-	-	-	-	X
562.3421342	581.5069392	town1	7	카라카스	자유항	카리브	카리브/북아		건기2/우기2	존 호킨스,카탈리나 데에라우소,루이스 스콧,알론소 데오헤다,찰스 베인,아사르파이,암브로지우스 에힝어,디에고 데니쿠에사,에르난도 데소토,디에고 카바예로,아나 마리아 데소토, 	-	-	-	-	X
559.6911641	528.827484	town1	7	카르타헤나	자유항	카리브	카리브/북아		건기/우기	코 누녜스 데발보아,알론소 데카르데나스,레베카 카틀란드,마리 앤,알론소 데오헤다,페르난데스 데엔시소,우즈 로저스,니콜라우스 페데르만,알론소 알바레스 데피네다,에르난도 데소토,조너선 바넷,아나 마리아 데소토, 밀란다 베르테, 바스코 누녜스 데발보아, 카츄아파, 토니오 롯시	-	-	-	-	X
534.9119021	665.2990981	town1	7	카옌	자유항	카리브	카리브/북아		열대	마리아 지빌라 메리안,하프메트 그라니에,다니엘 미르자,비센테 야녜스 핀손,안토니오 데베리오,월터 롤리,아메리고 베스푸치,하산 아그하,알론소 데멘도사,게오르크 폰슈파이어,한스 슈타덴,페드로 데감보아, , 조안 페레로, 피리 레이스, 피에트로 콘티, 로코 알렘켈, 옷토 스피노라, 카탈리나 에란초, 아흐메트 무히딘, 엔리코 마리오네, 카미로 스테파노, 마슈 로이, 비센테 야네스 핀손, 페르낭 둘무, 안드레아 기지, 프랑코 사누드, 후안 바스케스	-	-	-	-	X
565.1612633	596.7981179	town1	7	포를라마르	자유항	카리브	카리브/북아		건기2/우기2	스티드 보닛,크리스토발 콜론,존 호킨스,테쿠이치포츠 이시카쇼치친,담윤현,레베카 롤프,루이스 스콧,알론소 데오헤다,찰스 베인,야스케,아사르파이,암브로지우스 에힝어,디에고 데니쿠에사,에르난도 데소토,디에고 카바예로,아나 마리아 데소토, 이마이 사키, 시오미 후우키치, 다나카 소스케, 이마이 소큐	-	-	-	-	X
598.3161463	520.5189793	town2	9	포트로열	자유항	카리브	카리브/북아		건기/우기	리차드 월리,호레이쇼 넬슨,에드워드 잉글랜드,잔 바레,안드레아 그리마니,코 누녜스 데발보아,디에고 데아라나,마리 앤,에스테반 오르테가,루이스 스콧,크리스티안 글로리아,찰스 베인,우즈 로저스,트실라카트신,디에고 알바레스 창카,리처드 헉슬리,디에고 데니쿠에사,에르난도 데소토,디에고 카바예로,조너선 바넷,아나 마리아 데소토, 마리벨, 앤 보니, 유지, 바스코 누녜스 데발보아, 존 래컴	-	-	-	-	X
414.2100216	98.02267754	town1	7	마히나	자유항	태평양	태평양	7:00	열대	아폰수 안드라드,알바로 데멘다냐,루이스 바에스 데토레스,필리베르 코메르송,트실라카트신,율리스 하위헌스,프란시스쿠 알바레스,에르난도 데소토,아나 마리아 데소토, 누이 호쿠, 앤 보니, 라 이카이카, 존 래컴, 나니 마히나	-	-	-	-	X
459.7217205	1821.507068	town1	7	사마라이	자유항	태평양	호주동부	5:15	열대	아폰수 안드라드,후안 디아스 데솔리스,찰스 베인,알바로 데멘다냐,루이스 바에스 데토레스,아벌 얀손 타스만,프란시스코 데오레야나,두순영,심청,성춘향,프란시스쿠 알바레스,조셉 이스트먼,기도 데라베사리스, 홍길동, 임꺽정, 허초희, 이몽룡	-	-	-	-	X
420.1410037	1980.083344	town1	7	수바	자유항	태평양	호주동부	6:00	열대	아폰수 안드라드,안토니오 데베리오,알바로 데멘다냐,루이스 바에스 데토레스,프란시스코 알보,마리아 바르톨라,프란시스쿠 알바레스,조반니 베세리스,조셉 이스트먼, 	-	-	-	-	X
463.4979271	161.9569085	town1	7	아투오나	자유항	태평양	태평양	7:30	열대	아폰수 안드라드,루이스 바에스 데토레스,조르즈 드메네즈스,베니토 고메스,프란시스쿠 알바레스,귀도 벤조, 조르즈 드메네제스	-	-	-	-	X
821.6718227	11.40209685	town1	7	어널래스카	자유항	태평양	서아메리카		북반구	담윤현,레베카 롤프,레이첼 월,크리스티안 글로리아,로드리고 데티다스,와키자카 야스하루,가스파르 코르트 헤알,알렉산더 해밀턴,야스케,알론소 데멘도사,게오르크 폰슈파이어,마르코스 데니사, 이마이 사키, 시오미 후우키치, 다나카 소스케, 로드리고 데바스티다스, 이마이 소큐	-	-	-	-	X
537.1462391	1841.21767	town1	4	율도	영지	태평양	호주동부	5:15	열대	전우치,아폰수 안드라드,아벌 얀손 타스만,두순영,심청,성춘향, 홍길동, 임꺽정, 허초희, 이몽룡	-	-	-	-	X
582.097134	1774.602322	town1	7	괌	자유항	태평양	호주	4:45	열대	페르난도 데마가야네스,두아르테 바르보사,조르즈 드메네즈스,귀도 벤조,기도 데라베사리스,헨리 미들턴, 조르즈 드메네제스	-	-	-	-	X
615.5954333	53.79903734	town1	7	하와이	자유항	태평양	태평양	6:45	건기/우기	아폰수 안드라드,에드먼드 길버트,니콜로 스테파노,루이스 바에스 데토레스,프란시스코 데오레야나,프란시스쿠 알바레스,곤살로 데케사다, 	-	-	-	-	X
387.3985333	1835.767059	town1	7	가리	자유항	호주	호주	5:15	남반구	아폰수 안드라드,알바로 데멘다냐,루이스 바에스 데토레스,월터 롤리,프란시스쿠 알바레스,조셉 이스트먼,곤살로 데케사다,디에고 데니쿠에사, 	-	-	-	-	X
300.6256202	1957.8019	town1	7	왕거누이	자유항	호주	호주동부	6:00	남반구	아폰수 안드라드,마르틴 발보아,후안 디아스 데솔리스,루이스 바에스 데토레스,프란시스쿠 알바레스,프란시스코 데헤레스, 	-	-	-	-	X
454.83791	1718.240012	town1	7	카카투와	자유항	호주	호주		우기/건기	아폰수 안드라드,안토니오 데베리오,루이스 바에스 데토레스,빌럼 얀손,아벌 얀손 타스만,니콜라스 쿠크베커,두순영,심청,성춘향,프란시스쿠 알바레스,조셉 이스트먼,기도 데라베사리스, 홍길동, 마리벨, 유지, 임꺽정, 허초희, 이몽룡, 피라리	-	-	-	-	X
330.6997641	1748.174201	town1	7	포트피리	자유항	호주	호주	4:45	남반구	아폰수 안드라드,루이스 스콧,니콜로 스테파노,알바로 데멘다냐,루이스 바에스 데토레스,니콜라스 쿠크베커,프란시스쿠 알바레스,조셉 이스트먼,헨리 미들턴, 	-	-	-	-	X
342.8813227	1621.012829	town1	7	핀자라	자유항	호주	호주	4:00	남반구	아폰수 안드라드,크리스티안 글로리아,페론소 아기레,루이스 바에스 데토레스,페드로 데멘도사,프란시스쿠 알바레스,조셉 이스트먼,곤살로 데케사다, 찬드 비비, 밀란다 베르테, 카츄아파, 토니오 롯시	-	-	-	-	X
